0.00000000000000e+00 1.000e+00
-3.58324046450554e+06   inf
-3.42843448179061e+06 4.320e-02
-3.40789988343807e+06 5.989e-03
-3.39191321538861e+06 4.691e-03
-3.37933531487476e+06 3.708e-03
-3.36761643924729e+06 3.468e-03
-3.35673469583394e+06 3.231e-03
-3.34734998560582e+06 2.796e-03
-3.33856352001371e+06 2.625e-03
-3.33038151809170e+06 2.451e-03
-3.32313378722701e+06 2.176e-03
-3.31652246684957e+06 1.989e-03
-3.31048615641489e+06 1.820e-03
-3.30440443310430e+06 1.837e-03
-3.29872935993242e+06 1.717e-03
-3.29357314993084e+06 1.563e-03
-3.28885354188957e+06 1.433e-03
-3.28445331040041e+06 1.338e-03
-3.28017103853217e+06 1.304e-03
-3.27585703524277e+06 1.315e-03
