15, 0, 5, 52, 0, 0, 0, 0, 0, 0, 0, 0, 130, 9, 1
1, 0, 1, 14, 0, 13, 54, 0, 2, 0, 0, 1, 15, 68, 1
0, 0, 0, 0, 0, 0, 0, 36, 31, 7, 0, 0, 1, 0, 5
0, 9, 0, 4, 36, 0, 0, 0, 36, 0, 0, 0, 1, 0, 23
14, 1, 8, 32, 0, 4, 0, 58, 5, 0, 0, 0, 0, 3, 0
0, 0, 0, 3, 55, 3, 0, 0, 0, 0, 0, 4, 0, 0, 1
8, 3, 0, 4, 0, 0, 85, 0, 6, 0, 0, 0, 0, 4, 7
74, 6, 0, 0, 0, 7, 7, 46, 0, 0, 1, 0, 0, 9, 0
1, 0, 0, 0, 8, 114, 0, 4, 0, 0, 0, 0, 0, 26, 4
0, 0, 1, 4, 0, 11, 27, 88, 0, 0, 2, 0, 0, 6, 0
0, 6, 111, 6, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5
3, 0, 0, 0, 0, 0, 0, 0, 56, 8, 1, 2, 0, 14, 0
